periodid,periodname,periodcode,perioddescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,MOH 711 Rev 2020_Clients given cycle beads,MOH 711 Rev 2020_FP Injections DMPA- IM,MOH 711 Rev 2020_FP Injections DMPA- SC,MOH 711 Rev 2020_IUCD Insertion Hormonal,MOH 711 Rev 2020_IUCD Insertion Non Hormonal,MOH 711 Rev 2020_Implants insertion 1 Rod,MOH 711 Rev 2020_Implants insertion 2 Rod,MOH 711 Client receiving Male condoms,MOH 711 Clients receiving Female Condoms,MOH 711 Emergency contraceptive pill,MOH 711 Pills Combined oral contraceptive,MOH 711 Pills progestin only
202109,September 2021,202109,,bzOfj0iwfDH,Isiolo County,KE_County_11,,,668,3,2,13,254,58,189,,2,218,45
202109,September 2021,202109,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,2,5497,144,24,333,324,1311,1932,148,172,1674,724
202109,September 2021,202109,,BjC1xL40gHo,Kakamega County,KE_County_37,,6,6411,97,86,258,1109,3443,1931,52,31,2264,270
202109,September 2021,202109,,ihZsJ8alvtb,Kericho County,KE_County_35,,,3282,90,2,123,496,1022,857,66,3,655,342
202109,September 2021,202109,,qKzosKQPl6G,Kiambu County,KE_County_22,,2,7161,355,89,765,381,2065,2694,57,470,5580,2663
202109,September 2021,202109,,nrI2khZx3d0,Kilifi County,KE_County_3,,12,10254,59,34,134,488,2496,1391,21,80,1488,333
202109,September 2021,202109,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,,1226,35,4,165,97,936,141,8,48,3572,976
202109,September 2021,202109,,o36zCRjSd4G,Samburu County,KE_County_25,,2,1358,2,,4,93,130,30,14,50,96,43
202109,September 2021,202109,,ptWVfaCIdVx,Nyeri County,KE_County_19,,,3298,33,71,192,81,276,269,4,156,1997,587
202109,September 2021,202109,,uepLTG8wGWJ,Nyamira County,KE_County_46,,17,9009,110,70,88,677,598,1874,82,73,1199,455
202109,September 2021,202109,,kqJ83J2D72s,Narok County,KE_County_33,,,5033,224,10,43,539,1186,584,5,58,605,136
202109,September 2021,202109,,t0J75eHKxz5,Nandi County,KE_County_29,,,2950,114,7,124,257,1094,727,9,256,1035,269
202109,September 2021,202109,,mYZacFNIB3h,Nyandarua County,KE_County_18,,,3338,27,6,125,44,481,354,3,63,1267,177
202109,September 2021,202109,,ob6SxuRcqU4,Nakuru County,KE_County_32,,13,13520,272,116,860,1632,3423,6014,350,541,4304,1095
202109,September 2021,202109,,jkG3zaihdSs,Nairobi County,KE_County_47,,17,12926,868,112,1529,1564,3568,15729,516,461,9754,4668
202109,September 2021,202109,,ahwTMNAJvrL,Muranga County,KE_County_21,,,3931,54,18,180,111,745,461,2,101,2682,1071
202109,September 2021,202109,,wsBsC6gjHvn,Mombasa County,KE_County_1,,,5764,169,44,319,1282,1723,791,53,169,2349,407
202109,September 2021,202109,,fVra3Pwta0Q,Migori County,KE_County_44,,1,5249,103,51,339,922,3405,1195,14,92,783,200
202109,September 2021,202109,,Y52XNJ50hYb,Meru County,KE_County_12,,3,2589,95,75,137,937,1121,1752,16,93,684,303
202109,September 2021,202109,,Eey8fT4Im3y,Marsabit County,KE_County_10,,,659,3,,6,69,15,98,,1,132,25
202109,September 2021,202109,,R6f9znhg37c,Mandera County,KE_County_9,,,474,17,24,,158,60,208,,19,353,152
202109,September 2021,202109,,BoDytkJQ4Qi,Makueni County,KE_County_17,,2,8636,60,2,111,46,263,620,12,36,1635,256
202109,September 2021,202109,,yhCUgGcCcOo,Machakos County,KE_County_16,,,11622,739,1,149,145,564,2776,16,382,2907,1574
202109,September 2021,202109,,u4t9H8XyU9P,Siaya County,KE_County_41,,,3218,277,7,81,253,897,958,23,45,449,60
202109,September 2021,202109,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,,2779,2,1,59,43,321,220,4,27,323,28
202109,September 2021,202109,,JsH2bnvNt2d,Tana River County,KE_County_4,,,1060,20,2,29,79,152,801,7,14,235,54
202109,September 2021,202109,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,4665,40,41,71,114,493,232,86,30,845,219
202109,September 2021,202109,,mThvosEflAU,Trans Nzoia County,KE_County_26,,,6045,37,17,109,351,1037,1455,36,52,919,167
202109,September 2021,202109,,kphDeKClFch,Turkana County,KE_County_23,,14,1770,45,8,2,202,111,502,1,28,331,54
202109,September 2021,202109,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,4,2706,166,45,344,619,2766,425,7,59,1585,416
202109,September 2021,202109,,sANMZ3lpqGs,Vihiga County,KE_County_38,,,2627,61,6,77,493,850,225,202,21,451,112
202109,September 2021,202109,,CeLsrJOH0g9,Wajir County,KE_County_8,,14,404,6,,,7,30,263,,2,219,109
202109,September 2021,202109,,XWALbfAPa6n,West Pokot County,KE_County_24,,6,1543,30,2,20,203,352,1160,2,1,197,95
202109,September 2021,202109,,sPkRcDvhGWA,Kisii County,KE_County_45,,2,1083,10,99,172,625,1794,1400,73,84,581,315
202109,September 2021,202109,,tAbBVBbueqD,Kisumu County,KE_County_42,,5,7197,274,53,202,770,1189,1096,28,125,1003,860
202109,September 2021,202109,,j8o6iO4Njsi,Kitui County,KE_County_15,,1,6107,81,37,175,266,836,401,3,53,887,193
202109,September 2021,202109,,N7YETT3A9r1,Kwale County,KE_County_2,,20,6740,64,15,88,394,448,739,1,43,538,206
202109,September 2021,202109,,xuFdFy6t9AH,Laikipia County,KE_County_31,,,1975,32,6,141,407,244,421,8,33,1221,238
202109,September 2021,202109,,NjWSbQTwys4,Lamu County,KE_County_5,,5,896,,,15,7,106,216,,7,288,39
202110,October 2021,202110,,vvOK1BxTbet,Baringo County,KE_County_30,,,2311,39,7,24,452,230,362,43,40,326,149
202110,October 2021,202110,,HMNARUV2CW4,Bomet County,KE_County_36,,,8588,127,,8,208,619,1154,4,9,455,212
202110,October 2021,202110,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,103,9049,115,40,129,473,2276,5645,49,94,1688,250
202110,October 2021,202110,,Tvf1zgVZ0K4,Busia County,KE_County_40,,,2263,157,26,69,459,1162,73,14,11,699,191
202110,October 2021,202110,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,6,1599,24,,5,69,591,69,2,27,368,55
202110,October 2021,202110,,PFu8alU2KWG,Embu County,KE_County_14,,,2736,80,5,63,89,261,69,5,56,774,251
202110,October 2021,202110,,uyOrcHZBpW0,Garissa County,KE_County_7,,20,808,75,1,9,15,51,163,2,15,243,105
202110,October 2021,202110,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,3,6700,174,18,174,985,2010,589,90,22,950,235
202110,October 2021,202110,,bzOfj0iwfDH,Isiolo County,KE_County_11,,,588,,,12,210,44,76,9,6,153,71
202110,October 2021,202110,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,,4810,24,61,335,310,1153,2069,120,174,1575,604
202110,October 2021,202110,,BjC1xL40gHo,Kakamega County,KE_County_37,,2,9868,137,18,176,718,2983,2418,53,203,2031,223
202110,October 2021,202110,,ihZsJ8alvtb,Kericho County,KE_County_35,,3,3196,106,5,140,452,767,778,17,27,397,557
202110,October 2021,202110,,qKzosKQPl6G,Kiambu County,KE_County_22,,,7467,205,93,842,428,2160,2731,194,704,5317,2637
202110,October 2021,202110,,nrI2khZx3d0,Kilifi County,KE_County_3,,,11229,35,14,148,709,1848,806,85,77,1570,251
202110,October 2021,202110,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,,1100,51,4,228,99,868,120,2,35,3270,876
202110,October 2021,202110,,o36zCRjSd4G,Samburu County,KE_County_25,,,1611,4,,8,95,151,34,,50,133,27
202110,October 2021,202110,,ptWVfaCIdVx,Nyeri County,KE_County_19,,,4305,38,39,167,113,306,299,56,152,2211,495
202110,October 2021,202110,,uepLTG8wGWJ,Nyamira County,KE_County_46,,6,9331,33,1,110,550,770,1852,48,95,1097,227
202110,October 2021,202110,,kqJ83J2D72s,Narok County,KE_County_33,,,3298,136,15,31,1071,930,541,53,109,682,133
202110,October 2021,202110,,t0J75eHKxz5,Nandi County,KE_County_29,,,3990,152,2,44,242,806,3321,184,104,938,197
202110,October 2021,202110,,mYZacFNIB3h,Nyandarua County,KE_County_18,,2,3138,12,8,168,25,350,242,11,78,1187,457
202110,October 2021,202110,,ob6SxuRcqU4,Nakuru County,KE_County_32,,19,13237,1377,141,832,832,2629,9121,1617,605,3722,934
202110,October 2021,202110,,jkG3zaihdSs,Nairobi County,KE_County_47,,13,10567,505,148,1257,1498,3371,11746,541,492,8251,4471
202110,October 2021,202110,,ahwTMNAJvrL,Muranga County,KE_County_21,,3,3265,75,14,132,123,467,180,6,72,2763,844
202110,October 2021,202110,,wsBsC6gjHvn,Mombasa County,KE_County_1,,17,6153,194,39,240,1145,1321,744,40,301,3320,582
202110,October 2021,202110,,fVra3Pwta0Q,Migori County,KE_County_44,,3,5423,34,213,418,1157,3208,1215,38,51,1011,131
202110,October 2021,202110,,Y52XNJ50hYb,Meru County,KE_County_12,,,5781,69,37,98,556,953,1197,25,143,1117,534
202110,October 2021,202110,,Eey8fT4Im3y,Marsabit County,KE_County_10,,4,546,25,,,41,13,40,,2,121,16
202110,October 2021,202110,,R6f9znhg37c,Mandera County,KE_County_9,,,439,,15,,190,68,202,,31,333,149
202110,October 2021,202110,,BoDytkJQ4Qi,Makueni County,KE_County_17,,2,8230,2,20,112,25,129,629,1,59,1769,194
202110,October 2021,202110,,yhCUgGcCcOo,Machakos County,KE_County_16,,,9247,104,69,129,427,638,3677,14,323,3363,1593
202110,October 2021,202110,,u4t9H8XyU9P,Siaya County,KE_County_41,,,4299,164,25,88,279,1269,1261,59,31,677,263
202110,October 2021,202110,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,,2921,56,17,66,42,266,408,15,39,570,24
202110,October 2021,202110,,JsH2bnvNt2d,Tana River County,KE_County_4,,,896,27,2,10,65,79,181,,,137,32
202110,October 2021,202110,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,3979,8,18,73,128,441,151,31,35,816,148
202110,October 2021,202110,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1,5400,25,9,114,514,851,917,9,152,835,145
202110,October 2021,202110,,kphDeKClFch,Turkana County,KE_County_23,,6,1377,36,,9,121,227,286,6,19,271,53
202110,October 2021,202110,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,7,6526,210,35,282,421,1739,2159,1,118,1582,366
202110,October 2021,202110,,sANMZ3lpqGs,Vihiga County,KE_County_38,,,2562,36,11,125,378,812,1133,,11,353,149
202110,October 2021,202110,,CeLsrJOH0g9,Wajir County,KE_County_8,,8,376,2,,,4,36,227,18,4,220,118
202110,October 2021,202110,,XWALbfAPa6n,West Pokot County,KE_County_24,,2,1513,22,7,8,151,395,369,21,7,172,165
