periodid,periodname,periodcode,perioddescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,MOH 711 Rev 2020_Clients given cycle beads,MOH 711 Rev 2020_FP Injections DMPA- IM,MOH 711 Rev 2020_FP Injections DMPA- SC,MOH 711 Rev 2020_IUCD Insertion Hormonal,MOH 711 Rev 2020_IUCD Insertion Non Hormonal,MOH 711 Rev 2020_Implants insertion 1 Rod,MOH 711 Rev 2020_Implants insertion 2 Rod,MOH 711 Client receiving Male condoms,MOH 711 Clients receiving Female Condoms,MOH 711 Emergency contraceptive pill,MOH 711 Pills Combined oral contraceptive,MOH 711 Pills progestin only
202204,April 2022,202204,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,4026,6,37,68,104,352,120,6,58,920,112
202204,April 2022,202204,,mThvosEflAU,Trans Nzoia County,KE_County_26,,,5700,55,19,75,138,910,770,34,86,1065,181
202204,April 2022,202204,,kphDeKClFch,Turkana County,KE_County_23,,4,1029,62,1,3,55,209,455,28,5,169,38
202204,April 2022,202204,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,5,6287,45,3,289,209,1306,322,,47,1259,272
202204,April 2022,202204,,sANMZ3lpqGs,Vihiga County,KE_County_38,,,2001,27,16,31,905,167,1433,25,10,509,164
202204,April 2022,202204,,CeLsrJOH0g9,Wajir County,KE_County_8,,,252,13,,,7,43,257,18,30,183,96
202204,April 2022,202204,,XWALbfAPa6n,West Pokot County,KE_County_24,,,976,,6,40,131,464,303,,,179,29
202204,April 2022,202204,,sPkRcDvhGWA,Kisii County,KE_County_45,,,639,81,58,182,482,1524,827,48,98,681,169
202204,April 2022,202204,,tAbBVBbueqD,Kisumu County,KE_County_42,,,5721,255,38,214,375,1576,1049,89,69,1243,480
202204,April 2022,202204,,j8o6iO4Njsi,Kitui County,KE_County_15,,,8343,155,38,37,74,1226,170,4,48,1160,307
202204,April 2022,202204,,N7YETT3A9r1,Kwale County,KE_County_2,,2,5189,33,11,95,318,773,1415,1,15,984,353
202204,April 2022,202204,,xuFdFy6t9AH,Laikipia County,KE_County_31,,,2648,48,2,60,144,427,843,,18,1015,150
202204,April 2022,202204,,NjWSbQTwys4,Lamu County,KE_County_5,,2,645,,3,11,8,72,310,,12,232,19
202205,May 2022,202205,,vvOK1BxTbet,Baringo County,KE_County_30,,2,1803,32,15,30,716,277,728,79,66,473,82
202205,May 2022,202205,,HMNARUV2CW4,Bomet County,KE_County_36,,,6643,4,10,52,138,1107,1238,,10,386,315
202205,May 2022,202205,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,2,6934,67,,134,413,3154,1190,19,101,2131,295
202205,May 2022,202205,,Tvf1zgVZ0K4,Busia County,KE_County_40,,7,2743,33,22,215,703,2516,63,3,2,591,303
202205,May 2022,202205,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,,2057,,8,26,24,393,275,7,15,359,44
202205,May 2022,202205,,PFu8alU2KWG,Embu County,KE_County_14,,,1872,40,4,104,17,941,48,12,14,1711,683
202205,May 2022,202205,,uyOrcHZBpW0,Garissa County,KE_County_7,,2,828,17,,9,44,60,230,10,2,260,73
202205,May 2022,202205,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,35,5088,36,52,205,558,1667,5034,25,9,1095,214
202205,May 2022,202205,,bzOfj0iwfDH,Isiolo County,KE_County_11,,,327,,,14,326,31,106,1,5,195,84
202205,May 2022,202205,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,2,5430,61,8,151,78,783,399,7,97,1516,455
202205,May 2022,202205,,BjC1xL40gHo,Kakamega County,KE_County_37,,1,11411,135,34,212,1058,2656,4639,125,16,1753,155
202205,May 2022,202205,,ihZsJ8alvtb,Kericho County,KE_County_35,,,560,228,10,102,177,1489,119,36,104,880,412
202205,May 2022,202205,,qKzosKQPl6G,Kiambu County,KE_County_22,,7,8992,206,71,689,349,2140,2587,39,692,5973,3111
202205,May 2022,202205,,nrI2khZx3d0,Kilifi County,KE_County_3,,3,6908,85,37,170,634,2758,289,11,34,2112,462
202205,May 2022,202205,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,,4622,,63,175,72,691,135,18,16,2928,803
202205,May 2022,202205,,o36zCRjSd4G,Samburu County,KE_County_25,,1,849,100,,9,325,55,155,5,31,140,31
202205,May 2022,202205,,ptWVfaCIdVx,Nyeri County,KE_County_19,,,3855,26,5,207,91,41,297,11,126,1139,297
202205,May 2022,202205,,uepLTG8wGWJ,Nyamira County,KE_County_46,,6,8882,303,2,114,327,773,1277,46,88,865,276
202205,May 2022,202205,,kqJ83J2D72s,Narok County,KE_County_33,,6,1356,3,4,33,1733,320,415,26,33,635,204
202205,May 2022,202205,,t0J75eHKxz5,Nandi County,KE_County_29,,,8142,140,,79,578,589,2241,21,86,1037,117
202205,May 2022,202205,,mYZacFNIB3h,Nyandarua County,KE_County_18,,1,1969,30,7,224,19,241,674,8,96,1130,295
202205,May 2022,202205,,ob6SxuRcqU4,Nakuru County,KE_County_32,,24,7987,104,59,601,857,3395,1299,27,377,4119,1612
202205,May 2022,202205,,jkG3zaihdSs,Nairobi County,KE_County_47,,12,9653,1014,80,1517,681,4163,5597,622,350,12432,2179
202205,May 2022,202205,,ahwTMNAJvrL,Muranga County,KE_County_21,,,1312,53,13,166,761,650,307,,114,2887,588
202205,May 2022,202205,,wsBsC6gjHvn,Mombasa County,KE_County_1,,31,3145,546,45,287,635,1696,743,9,254,4427,676
202205,May 2022,202205,,fVra3Pwta0Q,Migori County,KE_County_44,,67,6766,31,19,321,919,3550,1001,74,75,523,252
202205,May 2022,202205,,Y52XNJ50hYb,Meru County,KE_County_12,,,5764,26,25,139,168,1812,899,37,207,1412,337
202205,May 2022,202205,,Eey8fT4Im3y,Marsabit County,KE_County_10,,3,321,5,,,82,6,16,,1,125,38
202205,May 2022,202205,,R6f9znhg37c,Mandera County,KE_County_9,,,340,14,17,1,154,92,514,,11,305,186
202205,May 2022,202205,,BoDytkJQ4Qi,Makueni County,KE_County_17,,,7402,5,31,112,11,950,157,2,125,2576,139
202205,May 2022,202205,,yhCUgGcCcOo,Machakos County,KE_County_16,,45,11016,105,19,77,60,511,2886,10,155,3154,1119
202205,May 2022,202205,,u4t9H8XyU9P,Siaya County,KE_County_41,,1,4969,160,4,103,160,877,725,2,30,455,258
202205,May 2022,202205,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,,3129,,2,65,2,199,96,5,51,485,68
202205,May 2022,202205,,JsH2bnvNt2d,Tana River County,KE_County_4,,19,1107,4,1,15,36,117,420,18,5,111,39
202205,May 2022,202205,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,5105,2,5,54,100,506,222,8,50,1058,153
202205,May 2022,202205,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1,6239,67,3,133,208,1350,818,27,90,969,169
202205,May 2022,202205,,kphDeKClFch,Turkana County,KE_County_23,,15,1389,26,1,11,73,180,642,14,16,309,139
202205,May 2022,202205,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,13,6954,230,9,223,188,1564,124,17,31,1558,405
202205,May 2022,202205,,sANMZ3lpqGs,Vihiga County,KE_County_38,,,3097,52,3,66,923,427,1712,15,19,632,351
202205,May 2022,202205,,CeLsrJOH0g9,Wajir County,KE_County_8,,3,386,,,1,10,56,291,,123,277,121
202205,May 2022,202205,,XWALbfAPa6n,West Pokot County,KE_County_24,,336,1463,1,12,30,60,310,457,31,1,200,58
202205,May 2022,202205,,sPkRcDvhGWA,Kisii County,KE_County_45,,4,746,,49,184,775,1256,900,109,83,720,308
202205,May 2022,202205,,tAbBVBbueqD,Kisumu County,KE_County_42,,1,5229,357,13,229,332,1520,828,46,133,1267,545
202205,May 2022,202205,,j8o6iO4Njsi,Kitui County,KE_County_15,,,8394,69,40,54,90,1204,121,39,73,1222,366
202205,May 2022,202205,,N7YETT3A9r1,Kwale County,KE_County_2,,14,5409,80,29,34,243,1039,310,,32,1147,344
202205,May 2022,202205,,xuFdFy6t9AH,Laikipia County,KE_County_31,,,2929,17,5,96,216,465,2201,2,12,1048,84
202205,May 2022,202205,,NjWSbQTwys4,Lamu County,KE_County_5,,9,1205,,,10,50,226,36,,15,418,34
202206,June 2022,202206,,vvOK1BxTbet,Baringo County,KE_County_30,,15,1822,27,10,50,758,235,1866,20,84,495,210
202206,June 2022,202206,,HMNARUV2CW4,Bomet County,KE_County_36,,,5652,70,,46,62,1168,1616,,,444,362
202206,June 2022,202206,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,1,11747,445,7,104,716,3542,1397,47,81,1690,361
202206,June 2022,202206,,Tvf1zgVZ0K4,Busia County,KE_County_40,,,2829,105,8,157,382,1985,204,2,4,643,194
202206,June 2022,202206,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,14,2866,,1,6,51,378,293,3,21,300,23
202206,June 2022,202206,,PFu8alU2KWG,Embu County,KE_County_14,,,1203,42,17,78,27,596,36,4,27,949,423
202206,June 2022,202206,,uyOrcHZBpW0,Garissa County,KE_County_7,,3,648,7,,8,14,84,165,3,2,274,78
202206,June 2022,202206,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,6,6743,143,44,197,571,2447,503,22,75,1242,314
202206,June 2022,202206,,bzOfj0iwfDH,Isiolo County,KE_County_11,,,315,,,8,335,55,235,9,,268,49
202206,June 2022,202206,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,,5512,12,7,211,86,1006,706,14,118,1389,329
202206,June 2022,202206,,BjC1xL40gHo,Kakamega County,KE_County_37,,,11721,262,47,168,1087,2447,1589,466,44,1963,228
202206,June 2022,202206,,ihZsJ8alvtb,Kericho County,KE_County_35,,,498,183,3,58,158,1068,258,1,7,729,484
202206,June 2022,202206,,qKzosKQPl6G,Kiambu County,KE_County_22,,2,8719,179,52,630,230,2054,2659,34,597,5622,2891
202206,June 2022,202206,,nrI2khZx3d0,Kilifi County,KE_County_3,,26,9625,244,30,146,267,2751,328,13,58,1888,308
202206,June 2022,202206,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,1,4618,,8,162,29,672,209,25,28,2877,730
202206,June 2022,202206,,o36zCRjSd4G,Samburu County,KE_County_25,,,810,,,10,421,33,86,,36,265,45
202206,June 2022,202206,,ptWVfaCIdVx,Nyeri County,KE_County_19,,,3601,15,41,191,61,107,409,57,69,1868,248
202206,June 2022,202206,,uepLTG8wGWJ,Nyamira County,KE_County_46,,,9457,368,8,114,352,1020,1284,96,69,1059,364
202206,June 2022,202206,,kqJ83J2D72s,Narok County,KE_County_33,,1,3200,,8,45,1072,689,393,10,55,581,170
202206,June 2022,202206,,t0J75eHKxz5,Nandi County,KE_County_29,,21,8053,45,1,40,504,617,965,54,177,921,151
202206,June 2022,202206,,mYZacFNIB3h,Nyandarua County,KE_County_18,,1,3081,50,5,172,53,625,343,7,78,1264,212
202206,June 2022,202206,,ob6SxuRcqU4,Nakuru County,KE_County_32,,21,12322,135,15,821,556,3358,1217,41,467,4748,1306
202206,June 2022,202206,,jkG3zaihdSs,Nairobi County,KE_County_47,,8,8433,476,72,1378,821,4600,5118,1209,236,11448,2353
202206,June 2022,202206,,ahwTMNAJvrL,Muranga County,KE_County_21,,,1061,25,59,173,697,652,254,2,116,2417,721
202206,June 2022,202206,,wsBsC6gjHvn,Mombasa County,KE_County_1,,,5479,248,5,283,602,1801,360,15,283,4152,688
202206,June 2022,202206,,fVra3Pwta0Q,Migori County,KE_County_44,,29,7856,62,45,388,691,3901,1401,85,68,570,230
202206,June 2022,202206,,Y52XNJ50hYb,Meru County,KE_County_12,,2,4551,258,45,115,293,1411,992,30,117,1560,346
202206,June 2022,202206,,Eey8fT4Im3y,Marsabit County,KE_County_10,,,521,5,,1,66,6,11,,1,139,31
202206,June 2022,202206,,R6f9znhg37c,Mandera County,KE_County_9,,,327,11,18,,164,69,283,,23,264,141
202206,June 2022,202206,,BoDytkJQ4Qi,Makueni County,KE_County_17,,2,10407,84,9,96,14,854,309,11,86,2153,140
202206,June 2022,202206,,yhCUgGcCcOo,Machakos County,KE_County_16,,9,9992,178,13,83,56,553,3556,19,204,3236,779
202206,June 2022,202206,,u4t9H8XyU9P,Siaya County,KE_County_41,,3,3670,317,9,81,285,883,1189,136,32,326,133
202206,June 2022,202206,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,,3015,33,4,55,1,141,99,2,24,440,93
202206,June 2022,202206,,JsH2bnvNt2d,Tana River County,KE_County_4,,,1159,,,18,12,199,274,,,176,67
202206,June 2022,202206,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,4657,10,13,45,76,454,219,4,35,946,128
202206,June 2022,202206,,mThvosEflAU,Trans Nzoia County,KE_County_26,,,6467,,13,134,175,963,1337,19,34,1095,355
202206,June 2022,202206,,kphDeKClFch,Turkana County,KE_County_23,,43,1734,37,2,20,167,135,426,70,37,311,209
202206,June 2022,202206,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,3,7676,,135,179,241,1694,169,47,12,1793,385
202206,June 2022,202206,,sANMZ3lpqGs,Vihiga County,KE_County_38,,,3078,64,13,69,847,790,960,,17,491,311
202206,June 2022,202206,,CeLsrJOH0g9,Wajir County,KE_County_8,,,326,,,2,10,66,62,8,10,151,143
202206,June 2022,202206,,XWALbfAPa6n,West Pokot County,KE_County_24,,6,1492,3,13,16,76,292,103,,1,183,57
202206,June 2022,202206,,sPkRcDvhGWA,Kisii County,KE_County_45,,5,736,56,16,156,707,1250,885,116,150,567,259
202206,June 2022,202206,,tAbBVBbueqD,Kisumu County,KE_County_42,,7,5424,326,9,236,495,1278,536,8,170,1588,604
202206,June 2022,202206,,j8o6iO4Njsi,Kitui County,KE_County_15,,1,8413,141,75,173,88,1154,702,6,39,1310,310
202206,June 2022,202206,,N7YETT3A9r1,Kwale County,KE_County_2,,13,5601,18,20,49,284,926,197,52,16,882,390
202206,June 2022,202206,,xuFdFy6t9AH,Laikipia County,KE_County_31,,,3010,40,7,105,146,410,438,21,5,974,95
202206,June 2022,202206,,NjWSbQTwys4,Lamu County,KE_County_5,,,1124,,,7,40,213,23,,5,294,66
202207,July 2022,202207,,vvOK1BxTbet,Baringo County,KE_County_30,,3,1580,41,20,29,676,136,532,27,72,446,106
202207,July 2022,202207,,HMNARUV2CW4,Bomet County,KE_County_36,,,4714,,7,26,38,727,535,,14,391,316
202207,July 2022,202207,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,,9934,13,11,67,620,2553,989,32,104,1611,166
202207,July 2022,202207,,Tvf1zgVZ0K4,Busia County,KE_County_40,,2,2859,137,2,156,261,1978,137,1,3,510,203
202207,July 2022,202207,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,4,2445,,,7,40,366,398,1,13,291,31
202207,July 2022,202207,,PFu8alU2KWG,Embu County,KE_County_14,,,1435,107,2,77,72,625,210,3,17,1234,526
202207,July 2022,202207,,uyOrcHZBpW0,Garissa County,KE_County_7,,1,600,5,8,5,,96,190,,26,307,68
202207,July 2022,202207,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,,6628,100,17,95,791,2317,603,58,18,1177,280
202207,July 2022,202207,,bzOfj0iwfDH,Isiolo County,KE_County_11,,3,357,,,14,141,61,139,10,2,210,21
202207,July 2022,202207,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,,4880,27,77,187,55,544,1568,31,155,1358,375
202207,July 2022,202207,,BjC1xL40gHo,Kakamega County,KE_County_37,,2,12158,275,42,163,1002,2837,702,373,16,1839,283
202207,July 2022,202207,,ihZsJ8alvtb,Kericho County,KE_County_35,,,518,137,2,50,164,759,109,19,5,582,282
202207,July 2022,202207,,qKzosKQPl6G,Kiambu County,KE_County_22,,11,8854,162,31,730,585,1771,1898,25,625,6143,3114
202207,July 2022,202207,,nrI2khZx3d0,Kilifi County,KE_County_3,,1,7949,64,24,147,404,2072,283,10,62,1743,358
202207,July 2022,202207,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,,4590,,3,184,30,490,60,13,5,3074,685
202207,July 2022,202207,,o36zCRjSd4G,Samburu County,KE_County_25,,1,892,,,11,414,162,15,1,32,186,27
202207,July 2022,202207,,ptWVfaCIdVx,Nyeri County,KE_County_19,,,2848,33,1,194,177,194,456,13,129,2712,428
202207,July 2022,202207,,uepLTG8wGWJ,Nyamira County,KE_County_46,,,8288,162,37,62,340,890,1929,43,182,852,335
202207,July 2022,202207,,kqJ83J2D72s,Narok County,KE_County_33,,10,2656,2,,35,667,801,218,25,41,506,235
202207,July 2022,202207,,t0J75eHKxz5,Nandi County,KE_County_29,,,8134,41,1,44,483,702,2743,82,111,771,201
202207,July 2022,202207,,mYZacFNIB3h,Nyandarua County,KE_County_18,,,3201,35,20,159,8,478,201,47,52,1167,177
202207,July 2022,202207,,ob6SxuRcqU4,Nakuru County,KE_County_32,,13,9442,261,22,598,439,2613,645,69,352,3807,1326
202207,July 2022,202207,,jkG3zaihdSs,Nairobi County,KE_County_47,,10,8998,255,52,1255,815,4442,3456,186,259,12193,2202
202207,July 2022,202207,,ahwTMNAJvrL,Muranga County,KE_County_21,,2,1354,15,13,128,604,539,204,1,103,2766,594
202207,July 2022,202207,,wsBsC6gjHvn,Mombasa County,KE_County_1,,4,5697,233,9,229,435,1593,524,20,323,3749,1100
202207,July 2022,202207,,fVra3Pwta0Q,Migori County,KE_County_44,,29,7380,189,82,340,651,3867,1365,82,85,772,188
202207,July 2022,202207,,Y52XNJ50hYb,Meru County,KE_County_12,,,4407,37,45,113,310,1135,600,44,114,1280,491
202207,July 2022,202207,,Eey8fT4Im3y,Marsabit County,KE_County_10,,,505,,,3,68,10,32,6,,81,15
202207,July 2022,202207,,R6f9znhg37c,Mandera County,KE_County_9,,,267,22,15,,136,50,94,5,2,296,126
202207,July 2022,202207,,BoDytkJQ4Qi,Makueni County,KE_County_17,,,8954,29,10,66,93,706,289,6,237,2023,97
202207,July 2022,202207,,yhCUgGcCcOo,Machakos County,KE_County_16,,15,8949,366,16,77,67,628,3981,28,200,3297,723
202207,July 2022,202207,,u4t9H8XyU9P,Siaya County,KE_County_41,,,3520,148,10,96,671,863,303,21,15,296,146
202207,July 2022,202207,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,1,3094,23,37,136,4,122,264,,14,498,98
202207,July 2022,202207,,JsH2bnvNt2d,Tana River County,KE_County_4,,,1279,5,2,14,1,238,104,1,,122,51
202207,July 2022,202207,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,4780,12,12,49,75,454,121,18,18,933,71
202207,July 2022,202207,,mThvosEflAU,Trans Nzoia County,KE_County_26,,,6455,72,1,94,114,599,683,18,45,1013,218
202207,July 2022,202207,,kphDeKClFch,Turkana County,KE_County_23,,39,1238,152,,7,102,156,226,10,19,289,118
202207,July 2022,202207,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,10,7621,10,74,322,304,1455,76,,19,1565,197
202207,July 2022,202207,,sANMZ3lpqGs,Vihiga County,KE_County_38,,1,2816,21,5,66,681,541,702,,6,440,223
202207,July 2022,202207,,CeLsrJOH0g9,Wajir County,KE_County_8,,,286,,,1,4,45,195,,33,271,306
202207,July 2022,202207,,XWALbfAPa6n,West Pokot County,KE_County_24,,,1263,1,9,21,77,245,250,20,,216,41
202207,July 2022,202207,,sPkRcDvhGWA,Kisii County,KE_County_45,,,1594,23,26,169,858,1429,838,59,224,740,252
202207,July 2022,202207,,tAbBVBbueqD,Kisumu County,KE_County_42,,25,4525,549,83,170,721,1225,697,23,207,1287,491
202207,July 2022,202207,,j8o6iO4Njsi,Kitui County,KE_County_15,,1,7868,22,31,96,286,967,92,7,40,1157,331
202207,July 2022,202207,,N7YETT3A9r1,Kwale County,KE_County_2,,13,5059,24,18,27,278,1056,174,5,15,1095,374
202207,July 2022,202207,,xuFdFy6t9AH,Laikipia County,KE_County_31,,,3021,29,,73,126,277,272,2,2,1028,91
202207,July 2022,202207,,NjWSbQTwys4,Lamu County,KE_County_5,,2,1038,,,13,124,198,259,,,329,23
202208,August 2022,202208,,vvOK1BxTbet,Baringo County,KE_County_30,,,1894,40,1,43,562,215,1863,46,68,370,294
202208,August 2022,202208,,HMNARUV2CW4,Bomet County,KE_County_36,,,4170,85,,9,14,789,270,1,,370,241
202208,August 2022,202208,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,8,9209,15,12,100,2125,1771,783,14,58,1866,159
202208,August 2022,202208,,Tvf1zgVZ0K4,Busia County,KE_County_40,,2,3605,35,24,188,257,1514,48,,6,614,215
202208,August 2022,202208,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,1,2640,2,,7,18,291,378,,4,296,30
202208,August 2022,202208,,PFu8alU2KWG,Embu County,KE_County_14,,,3436,40,4,78,4,637,82,1,61,1527,529
202208,August 2022,202208,,uyOrcHZBpW0,Garissa County,KE_County_7,,6,432,43,,8,24,100,174,24,11,292,128
202208,August 2022,202208,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,1,6323,33,27,88,630,1923,764,29,7,1062,162
202208,August 2022,202208,,bzOfj0iwfDH,Isiolo County,KE_County_11,,,491,4,,19,206,50,329,1,5,117,15
202208,August 2022,202208,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,,6005,21,56,184,75,701,272,13,184,1468,882
202208,August 2022,202208,,BjC1xL40gHo,Kakamega County,KE_County_37,,120,13046,89,61,129,1117,3084,686,18,19,1997,86
202208,August 2022,202208,,ihZsJ8alvtb,Kericho County,KE_County_35,,,558,97,6,74,209,765,44,3,14,621,253
202208,August 2022,202208,,qKzosKQPl6G,Kiambu County,KE_County_22,,2,8604,189,43,707,1729,1323,1398,17,430,5651,2977
202208,August 2022,202208,,nrI2khZx3d0,Kilifi County,KE_County_3,,13,8952,25,26,220,1135,2188,246,19,50,2263,358
202208,August 2022,202208,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,,4239,4,6,186,30,603,161,1,13,3049,547
202208,August 2022,202208,,o36zCRjSd4G,Samburu County,KE_County_25,,1,798,,,15,372,54,93,,151,50,8
202208,August 2022,202208,,ptWVfaCIdVx,Nyeri County,KE_County_19,,,2679,22,3,254,899,208,336,,135,2685,361
202208,August 2022,202208,,uepLTG8wGWJ,Nyamira County,KE_County_46,,2,8213,10,2,108,442,1212,1226,22,134,1368,420
202208,August 2022,202208,,kqJ83J2D72s,Narok County,KE_County_33,,,2399,24,7,37,578,899,236,,35,692,250
202208,August 2022,202208,,t0J75eHKxz5,Nandi County,KE_County_29,,,7504,1,1,28,435,602,758,21,188,991,182
202208,August 2022,202208,,mYZacFNIB3h,Nyandarua County,KE_County_18,,1,2704,75,11,140,10,525,180,2,56,1355,201
202208,August 2022,202208,,ob6SxuRcqU4,Nakuru County,KE_County_32,,7,7835,87,7,681,524,2749,670,38,306,4056,1326
202208,August 2022,202208,,jkG3zaihdSs,Nairobi County,KE_County_47,,20,6592,270,67,1240,782,3888,2105,428,285,12735,2186
202208,August 2022,202208,,ahwTMNAJvrL,Muranga County,KE_County_21,,,3688,,16,135,780,460,188,13,78,2690,1074
202208,August 2022,202208,,wsBsC6gjHvn,Mombasa County,KE_County_1,,2,4735,278,84,288,496,2527,534,34,372,4373,599
202208,August 2022,202208,,fVra3Pwta0Q,Migori County,KE_County_44,,6,7330,141,14,363,719,3558,543,35,59,551,227
202208,August 2022,202208,,Y52XNJ50hYb,Meru County,KE_County_12,,,3737,88,26,120,104,930,233,12,96,1397,253
202208,August 2022,202208,,Eey8fT4Im3y,Marsabit County,KE_County_10,,,397,11,,4,82,10,23,,,79,68
202208,August 2022,202208,,R6f9znhg37c,Mandera County,KE_County_9,,2,340,14,19,,155,74,581,,3,333,102
202208,August 2022,202208,,BoDytkJQ4Qi,Makueni County,KE_County_17,,,10386,37,2,98,453,656,267,20,262,2496,92
202208,August 2022,202208,,yhCUgGcCcOo,Machakos County,KE_County_16,,12,7234,93,13,123,63,601,3186,44,379,3693,1072
202208,August 2022,202208,,u4t9H8XyU9P,Siaya County,KE_County_41,,4,5146,228,11,124,2350,431,883,15,15,176,157
202208,August 2022,202208,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,,2987,67,19,41,2,123,94,,25,499,122
202208,August 2022,202208,,JsH2bnvNt2d,Tana River County,KE_County_4,,1,1287,,,23,5,219,459,,,175,47
202208,August 2022,202208,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,2,5441,1,1,57,194,368,472,4,21,1135,70
202208,August 2022,202208,,mThvosEflAU,Trans Nzoia County,KE_County_26,,,6608,,,67,31,660,624,13,67,1132,275
202208,August 2022,202208,,kphDeKClFch,Turkana County,KE_County_23,,17,1102,25,13,5,145,199,535,343,33,259,176
202208,August 2022,202208,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,1,6928,97,43,331,204,1392,72,1,21,1572,189
202208,August 2022,202208,,sANMZ3lpqGs,Vihiga County,KE_County_38,,,3010,24,7,36,687,500,668,,7,564,166
202208,August 2022,202208,,CeLsrJOH0g9,Wajir County,KE_County_8,,,242,,,,102,38,123,190,90,221,109
202208,August 2022,202208,,XWALbfAPa6n,West Pokot County,KE_County_24,,1,1588,1,,10,43,359,349,25,6,184,51
202208,August 2022,202208,,sPkRcDvhGWA,Kisii County,KE_County_45,,3,2166,80,1,133,690,1146,858,27,83,640,275
202208,August 2022,202208,,tAbBVBbueqD,Kisumu County,KE_County_42,,,4842,306,39,182,2361,536,444,6,188,1083,531
202208,August 2022,202208,,j8o6iO4Njsi,Kitui County,KE_County_15,,,7880,46,2,71,1962,666,168,48,39,1269,363
202208,August 2022,202208,,N7YETT3A9r1,Kwale County,KE_County_2,,10,7771,90,12,54,301,920,200,,8,817,251
202208,August 2022,202208,,xuFdFy6t9AH,Laikipia County,KE_County_31,,1,3108,42,40,124,214,384,86,30,8,1069,126
202208,August 2022,202208,,NjWSbQTwys4,Lamu County,KE_County_5,,,1255,,,10,155,133,159,,9,292,37
202209,September 2022,202209,,vvOK1BxTbet,Baringo County,KE_County_30,,1,1950,6,1,67,574,238,594,34,55,333,105
202209,September 2022,202209,,HMNARUV2CW4,Bomet County,KE_County_36,,1,2935,,,11,41,707,658,2,9,358,266
202209,September 2022,202209,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,,11083,21,54,186,2255,1784,697,25,78,1849,252
202209,September 2022,202209,,Tvf1zgVZ0K4,Busia County,KE_County_40,,2,3583,177,14,175,324,1642,29,10,7,645,177
202209,September 2022,202209,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,25,3031,1,3,15,33,413,813,,8,317,136
202209,September 2022,202209,,PFu8alU2KWG,Embu County,KE_County_14,,,3081,56,32,104,26,645,75,8,30,1470,473
202209,September 2022,202209,,uyOrcHZBpW0,Garissa County,KE_County_7,,,864,3,3,8,91,51,174,,8,240,135
202209,September 2022,202209,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,4,6173,201,42,162,686,2641,804,14,5,1161,490
202209,September 2022,202209,,bzOfj0iwfDH,Isiolo County,KE_County_11,,1,608,66,1,12,226,140,185,3,,79,41
202209,September 2022,202209,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,,6426,228,18,223,194,727,288,,192,1356,968
202209,September 2022,202209,,BjC1xL40gHo,Kakamega County,KE_County_37,,1,13505,180,65,151,1182,3078,842,59,11,2081,146
202209,September 2022,202209,,ihZsJ8alvtb,Kericho County,KE_County_35,,,2584,340,7,54,831,471,112,5,35,396,508
202209,September 2022,202209,,qKzosKQPl6G,Kiambu County,KE_County_22,,1,9220,255,41,778,1921,1117,1838,14,602,6153,3283
202209,September 2022,202209,,nrI2khZx3d0,Kilifi County,KE_County_3,,,8506,61,85,160,1528,1701,330,5,57,2482,405
