periodid,periodname,periodcode,perioddescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,MOH 747A_Cycle Beads Dispensed,MOH 747A_DMPA-IM Dispensed,MOH 747A_DMPA-SC Dispensed,MOH 747A_Emergency Contraceptive pills Dispensed,MOH 747A_Female Condoms Dispensed,MOH 747A_Hormonal IUCD Dispensed,MOH 747A_Implant (2-Rod) – LNG 75mg (5 years) Dispensed,MOH 747A_Implants (1-Rod) – ENG 68mg Dispensed,MOH 747A_Implants (2-Rod) - LNG 75mg (3 years) Dispensed,MOH 747A_Male Condoms Dispensed,MOH 747A_Non-Hormonal IUCD Dispensed,MOH 747A_Others Dispensed,MOH 747A_Progestin only pills Dispensed,MOH 747A_Combined Oral contraceptive Pills Dispensed
202205,May-22,202205,,BjC1xL40gHo,Kakamega County,KE_County_37,,7,12524,11,32,191,557,1498,231,1948,113538,138,,136,5063
202205,May-22,202205,,ihZsJ8alvtb,Kericho County,KE_County_35,,,373,,4,78,145,245,108,878,9699,66,,510,2508
202205,May-22,202205,,qKzosKQPl6G,Kiambu County,KE_County_22,,2,8527,93,747,128,,1157,107,910,28478,650,,3515,8982
202205,May-22,202205,,nrI2khZx3d0,Kilifi County,KE_County_3,,1,6288,14,28,146,91,1431,76,1356,47961,127,238,772,5074
202205,May-22,202205,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,,4619,,12,1516,2,363,18,350,11352,171,,1108,7319
202205,May-22,202205,,sPkRcDvhGWA,Kisii County,KE_County_45,,,374,,31,1297,2721,350,435,416,75235,141,1290,199,929
202205,May-22,202205,,tAbBVBbueqD,Kisumu County,KE_County_42,,2,5267,,17,128,12,504,83,882,47026,187,7,442,2883
202205,May-22,202205,,j8o6iO4Njsi,Kitui County,KE_County_15,,,7904,4,41,25,,832,73,441,16202,90,,738,3647
202205,May-22,202205,,N7YETT3A9r1,Kwale County,KE_County_2,,,5218,1,,144,,239,257,641,18030,25,,491,3402
202205,May-22,202205,,xuFdFy6t9AH,Laikipia County,KE_County_31,,101,4603,21,6,,,243,157,208,96284,382,80,72,2822
202205,May-22,202205,,NjWSbQTwys4,Lamu County,KE_County_5,,,1313,,5,,,141,13,107,2911,4,,126,1934
202205,May-22,202205,,yhCUgGcCcOo,Machakos County,KE_County_16,,1,9891,,60,209,,48,134,254,29556,110,,998,7753
202205,May-22,202205,,BoDytkJQ4Qi,Makueni County,KE_County_17,,,6921,,21,317,3,944,19,75,8973,98,,154,6696
202205,May-22,202205,,R6f9znhg37c,Mandera County,KE_County_9,,,146,,,,,44,1,23,5747,,,64,355
202205,May-22,202205,,Eey8fT4Im3y,Marsabit County,KE_County_10,,,302,1,,,,4,26,3,1958,,,117,418
202205,May-22,202205,,JsH2bnvNt2d,Tana River County,KE_County_4,,,1202,,,,,1,6,185,5186,19,43,42,352
202205,May-22,202205,,XWALbfAPa6n,West Pokot County,KE_County_24,,,1381,1,,,10,91,55,148,4776,273,,206,675
202205,May-22,202205,,CeLsrJOH0g9,Wajir County,KE_County_8,,3,221,7,163,18,,22,1,17,7973,,,128,979
202205,May-22,202205,,sANMZ3lpqGs,Vihiga County,KE_County_38,,3,3040,62,14,816,44,209,877,232,27926,83,49,194,1794
202205,May-22,202205,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,2,6851,6,46,7,5,740,89,704,15820,212,64,423,3265
202205,May-22,202205,,kphDeKClFch,Turkana County,KE_County_23,,12,1399,7,14,566,52,88,33,2499,33672,7,,558,420
202205,May-22,202205,,mThvosEflAU,Trans Nzoia County,KE_County_26,,2,6268,5,47,630,,429,68,741,37926,135,1,312,1999
202205,May-22,202205,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,4515,25,12,253,,360,46,63,34196,59,,174,2542
202205,May-22,202205,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,,3117,,183,8,,134,28,36,27007,41,,92,1009
202205,May-22,202205,,u4t9H8XyU9P,Siaya County,KE_County_41,,,5079,13,20,60,9,406,74,344,29710,74,,129,1019
202205,May-22,202205,,o36zCRjSd4G,Samburu County,KE_County_25,,1,766,52,16,8,,33,325,19,72321,8,,43,554
202205,May-22,202205,,ptWVfaCIdVx,Nyeri County,KE_County_19,,,3653,28,99,75,5,42,43,19,28306,172,,187,2077
202205,May-22,202205,,mYZacFNIB3h,Nyandarua County,KE_County_18,,,1842,31,671,165,298,73,25,138,10667,178,,330,2058
202205,May-22,202205,,uepLTG8wGWJ,Nyamira County,KE_County_46,,1006,8864,14,22,1157,3,396,295,475,59565,235,34,418,2110
202205,May-22,202205,,kqJ83J2D72s,Narok County,KE_County_33,,,1111,1,27,85,,139,1490,165,13232,47,,334,1430
202205,May-22,202205,,t0J75eHKxz5,Nandi County,KE_County_29,,,10710,,13,156,,135,587,550,38930,56,,199,2326
202205,May-22,202205,,Y52XNJ50hYb,Meru County,KE_County_12,,,5243,69,95,871,6,619,176,471,18171,160,,498,3783
202205,May-22,202205,,fVra3Pwta0Q,Migori County,KE_County_44,,31,6562,7,76,4011,71,3044,738,136,225661,305,2,373,913
202205,May-22,202205,,wsBsC6gjHvn,Mombasa County,KE_County_1,,1,2141,292,82,139,,989,31,1185,21850,255,4,747,3900
202205,May-22,202205,,ahwTMNAJvrL,Muranga County,KE_County_21,,,1161,47,36,2,6,294,738,237,6368,151,,840,6941
202205,May-22,202205,,jkG3zaihdSs,Nairobi County,KE_County_47,,29,8920,292,192,958,20,3853,602,582,61695,1465,3,2783,22834
202205,May-22,202205,,ob6SxuRcqU4,Nakuru County,KE_County_32,,26,7728,253,417,829,3,3471,963,74,43377,585,56,2454,9521
202206,Jun-22,202206,,vvOK1BxTbet,Baringo County,KE_County_30,,2,1987,1,96,3,2,92,693,227,19782,41,,496,1283
202206,Jun-22,202206,,HMNARUV2CW4,Bomet County,KE_County_36,,,6232,3,,,,950,30,135,24456,46,,165,1085
202206,Jun-22,202206,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,1,11852,,21,860,,2646,26,1988,124835,150,,786,5629
202206,Jun-22,202206,,Tvf1zgVZ0K4,Busia County,KE_County_40,,1,2470,1,32,15,4,1107,180,904,7439,90,22,222,1352
202206,Jun-22,202206,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,7,2839,7,180,86,,314,39,58,26424,5,,44,1011
202206,Jun-22,202206,,PFu8alU2KWG,Embu County,KE_County_14,,,1137,47,25,20,2,328,,193,5852,54,,1756,2141
202206,Jun-22,202206,,uyOrcHZBpW0,Garissa County,KE_County_7,,4,591,,10,,1,37,7,61,2672,15,,63,426
202206,Jun-22,202206,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,2,6598,13,4,191,105,1397,246,705,69814,95,2,511,2811
202206,Jun-22,202206,,bzOfj0iwfDH,Isiolo County,KE_County_11,,,246,,,29,,36,296,,4732,10,,51,430
202206,Jun-22,202206,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,,4867,21,49,18,8,95,98,869,8599,688,,347,2493
202206,Jun-22,202206,,BjC1xL40gHo,Kakamega County,KE_County_37,,,12871,,26,156,12,1541,172,1801,99416,161,,156,4929
202206,Jun-22,202206,,ihZsJ8alvtb,Kericho County,KE_County_35,,,252,28,,91,,224,42,599,2860,37,,402,1953
202206,Jun-22,202206,,qKzosKQPl6G,Kiambu County,KE_County_22,,1,9913,135,356,528,11,966,67,888,45713,567,,3322,12547
202206,Jun-22,202206,,nrI2khZx3d0,Kilifi County,KE_County_3,,2,9132,,28,859,3,1319,86,1059,40051,108,143,558,5140
202206,Jun-22,202206,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,,4418,,19,276,,467,3,268,6129,185,,1040,7029
202206,Jun-22,202206,,sPkRcDvhGWA,Kisii County,KE_County_45,,,336,,95,2014,8,295,326,373,73845,236,,186,808
202206,Jun-22,202206,,tAbBVBbueqD,Kisumu County,KE_County_42,,21,5499,,17,1121,7,404,91,1020,29295,187,9,1303,3003
202206,Jun-22,202206,,j8o6iO4Njsi,Kitui County,KE_County_15,,,7982,,36,5,21,813,64,518,23191,41,,529,3596
202206,Jun-22,202206,,N7YETT3A9r1,Kwale County,KE_County_2,,,5623,,1,93,11,385,258,539,15220,32,,707,4474
202206,Jun-22,202206,,xuFdFy6t9AH,Laikipia County,KE_County_31,,,3422,4,8,,3,98,129,186,24250,198,101,907,2209
202206,Jun-22,202206,,NjWSbQTwys4,Lamu County,KE_County_5,,,1070,,,,,107,42,132,1028,4,,234,3505
202206,Jun-22,202206,,yhCUgGcCcOo,Machakos County,KE_County_16,,2,8170,8,59,254,,46,22,401,23897,252,,644,6971
202206,Jun-22,202206,,BoDytkJQ4Qi,Makueni County,KE_County_17,,1,9762,5,17,418,1,762,12,36,13248,111,,62,5859
202206,Jun-22,202206,,R6f9znhg37c,Mandera County,KE_County_9,,,150,,,,,18,1,6,88,,,69,503
202206,Jun-22,202206,,Eey8fT4Im3y,Marsabit County,KE_County_10,,,466,,5,,,,8,4,4012,1,,25,536
202206,Jun-22,202206,,JsH2bnvNt2d,Tana River County,KE_County_4,,,1445,,,,146,,7,162,19644,166,19,291,543
202206,Jun-22,202206,,XWALbfAPa6n,West Pokot County,KE_County_24,,,1461,7,,10,37,66,85,228,13686,15,,81,740
202206,Jun-22,202206,,CeLsrJOH0g9,Wajir County,KE_County_8,,4,284,,71,,,48,8,27,1261,,,325,792
202206,Jun-22,202206,,sANMZ3lpqGs,Vihiga County,KE_County_38,,,3069,,12,990,,726,738,176,18692,80,,225,1250
202206,Jun-22,202206,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,13,7831,36,15,10,14,932,39,813,13130,319,,579,3921
202206,Jun-22,202206,,kphDeKClFch,Turkana County,KE_County_23,,28,1344,1,15,597,18,121,39,69,44649,14,,637,572
202206,Jun-22,202206,,mThvosEflAU,Trans Nzoia County,KE_County_26,,,6684,,49,498,,319,46,784,43218,214,,403,2383
202206,Jun-22,202206,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,4311,,22,1719,,352,20,63,24622,44,,84,2216
202206,Jun-22,202206,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,,2694,,11,10,,72,1,14,7392,34,,71,876
202206,Jun-22,202206,,u4t9H8XyU9P,Siaya County,KE_County_41,,4,4486,,27,114,6,524,20,264,37591,65,,96,1147
202206,Jun-22,202206,,o36zCRjSd4G,Samburu County,KE_County_25,,,629,103,34,,1,34,409,32,159,11,,7,402
202206,Jun-22,202206,,ptWVfaCIdVx,Nyeri County,KE_County_19,,1,3375,16,108,405,5,33,30,26,32952,141,,267,9078
202206,Jun-22,202206,,mYZacFNIB3h,Nyandarua County,KE_County_18,,1,3004,14,19,52,500,298,60,349,12878,180,,288,3000
202206,Jun-22,202206,,uepLTG8wGWJ,Nyamira County,KE_County_46,,,8871,,115,440,3919,293,336,486,75990,67,,605,4139
202206,Jun-22,202206,,kqJ83J2D72s,Narok County,KE_County_33,,,2831,,43,,,475,572,232,11819,39,,167,1101
202206,Jun-22,202206,,t0J75eHKxz5,Nandi County,KE_County_29,,1,7875,6,8,168,,159,426,501,45161,4022,,287,1662
202206,Jun-22,202206,,Y52XNJ50hYb,Meru County,KE_County_12,,5,4026,27,52,170,,686,83,558,18464,55,,384,3817
202206,Jun-22,202206,,fVra3Pwta0Q,Migori County,KE_County_44,,7,7308,,65,2436,42,3251,566,392,169733,367,41,333,1245
202206,Jun-22,202206,,wsBsC6gjHvn,Mombasa County,KE_County_1,,,4319,151,44,136,,1005,32,1273,12815,228,3,826,3349
202206,Jun-22,202206,,ahwTMNAJvrL,Muranga County,KE_County_21,,,894,27,50,2,,350,655,285,10389,167,,935,6259
202206,Jun-22,202206,,jkG3zaihdSs,Nairobi County,KE_County_47,,14,8013,190,298,1924,184,4118,464,552,64141,1447,1,2691,21367
202206,Jun-22,202206,,ob6SxuRcqU4,Nakuru County,KE_County_32,,35,11344,115,311,3207,15,2742,469,263,84033,997,1,2689,8543
202207,Jul-22,202207,,vvOK1BxTbet,Baringo County,KE_County_30,,,1414,,78,207,1,46,573,150,23776,27,,231,844
202207,Jul-22,202207,,HMNARUV2CW4,Bomet County,KE_County_36,,1,5221,,1,,,675,25,46,25333,6,,156,984
202207,Jul-22,202207,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,,10218,,12,791,9,1914,208,1115,83692,90,,339,4114
202207,Jul-22,202207,,Tvf1zgVZ0K4,Busia County,KE_County_40,,2,2782,14,150,20,11,763,93,859,7714,50,27,276,1101
202207,Jul-22,202207,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,3,2612,,1219,732,144,293,31,19,22367,7,,38,956
202207,Jul-22,202207,,PFu8alU2KWG,Embu County,KE_County_14,,,1349,38,25,353,1,430,2,277,8535,49,,995,2681
202207,Jul-22,202207,,uyOrcHZBpW0,Garissa County,KE_County_7,,,578,12,8,,,75,7,75,1571,57,,46,433
202207,Jul-22,202207,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,,5962,6,8,279,2,1326,508,737,67657,177,19,481,2352
202207,Jul-22,202207,,bzOfj0iwfDH,Isiolo County,KE_County_11,,,270,,1,,,57,152,1,3675,9,,38,546
202207,Jul-22,202207,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,,5354,43,78,87,,87,46,526,13338,195,3,391,3192
202207,Jul-22,202207,,BjC1xL40gHo,Kakamega County,KE_County_37,,1,14323,27,10,503,25,1831,134,1755,76021,191,5,140,5061
202207,Jul-22,202207,,ihZsJ8alvtb,Kericho County,KE_County_35,,,339,,18,102,4,252,77,595,12486,26,,761,3114
202207,Jul-22,202207,,qKzosKQPl6G,Kiambu County,KE_County_22,,,8386,87,380,38,18,929,330,785,34541,2044,1,3949,11202
202207,Jul-22,202207,,nrI2khZx3d0,Kilifi County,KE_County_3,,1,7570,1,70,287,1,981,269,744,33352,141,220,467,5043
202207,Jul-22,202207,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,,4546,,2,353,,381,2,228,1955,201,,806,7716
202207,Jul-22,202207,,sPkRcDvhGWA,Kisii County,KE_County_45,,170,826,,80,1342,2331,272,292,233,56938,163,,442,871
202207,Jul-22,202207,,tAbBVBbueqD,Kisumu County,KE_County_42,,3,4445,,69,617,,218,906,669,9003,156,44,542,1896
202207,Jul-22,202207,,j8o6iO4Njsi,Kitui County,KE_County_15,,,7414,10,31,9,20,452,264,477,18337,34,,447,3247
202207,Jul-22,202207,,N7YETT3A9r1,Kwale County,KE_County_2,,,4512,75,1,42,205,337,305,712,20025,33,,770,2831
202207,Jul-22,202207,,xuFdFy6t9AH,Laikipia County,KE_County_31,,3,3582,,19,,,195,65,122,24551,271,30,139,2758
202207,Jul-22,202207,,NjWSbQTwys4,Lamu County,KE_County_5,,,917,7,,,,87,60,119,1459,9,,88,931
202207,Jul-22,202207,,yhCUgGcCcOo,Machakos County,KE_County_16,,5,7721,38,58,555,1,87,48,323,13050,81,1,705,7372
202207,Jul-22,202207,,BoDytkJQ4Qi,Makueni County,KE_County_17,,,8627,9,7,607,1,676,77,54,14545,75,,41,5197
202207,Jul-22,202207,,R6f9znhg37c,Mandera County,KE_County_9,,,95,,1,,,9,3,11,606,4,,69,134
202207,Jul-22,202207,,Eey8fT4Im3y,Marsabit County,KE_County_10,,,383,3,,,,,24,4,3783,3,,16,116
202207,Jul-22,202207,,JsH2bnvNt2d,Tana River County,KE_County_4,,,1201,1,,1,,,10,136,4784,20,83,51,427
202207,Jul-22,202207,,XWALbfAPa6n,West Pokot County,KE_County_24,,,1243,,,10,27,54,59,193,20955,28,,151,935
202207,Jul-22,202207,,CeLsrJOH0g9,Wajir County,KE_County_8,,,239,8,133,,,19,33,10,1093,1,,781,842
202207,Jul-22,202207,,sANMZ3lpqGs,Vihiga County,KE_County_38,,,2807,,1,3,1,412,538,82,10477,70,,217,1245
202207,Jul-22,202207,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,32,7488,147,22,11,,951,68,624,17999,391,,424,3817
202207,Jul-22,202207,,kphDeKClFch,Turkana County,KE_County_23,,42,1539,5,14,50,,106,43,74,12233,23,,95,439
202207,Jul-22,202207,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1,6352,,41,580,,122,34,666,42723,155,,381,2199
202207,Jul-22,202207,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,4606,,2,985,,296,215,112,18128,36,,27,2202
202207,Jul-22,202207,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,1,2851,,30,,,63,,40,11897,39,,98,1291
202207,Jul-22,202207,,u4t9H8XyU9P,Siaya County,KE_County_41,,,3160,,,40,,201,450,443,21158,60,,102,1061
202207,Jul-22,202207,,o36zCRjSd4G,Samburu County,KE_County_25,,,748,21,29,8,,18,414,6,267,5,,15,250
202207,Jul-22,202207,,ptWVfaCIdVx,Nyeri County,KE_County_19,,,2738,17,158,15,126,55,155,88,32453,166,,269,5586
202207,Jul-22,202207,,mYZacFNIB3h,Nyandarua County,KE_County_18,,1,2907,31,40,385,1284,322,28,224,9243,551,,209,2345
202207,Jul-22,202207,,uepLTG8wGWJ,Nyamira County,KE_County_46,,,8007,12,21,63,2,331,195,438,75358,75,,1054,1628
202207,Jul-22,202207,,kqJ83J2D72s,Narok County,KE_County_33,,,2312,,49,692,,535,672,217,5339,34,,843,1218
202207,Jul-22,202207,,t0J75eHKxz5,Nandi County,KE_County_29,,,8348,,29,2028,1,122,491,639,33876,39,5,231,2002
202207,Jul-22,202207,,Y52XNJ50hYb,Meru County,KE_County_12,,20,4045,32,45,1484,22,491,195,525,10458,87,6,253,6386
202207,Jul-22,202207,,fVra3Pwta0Q,Migori County,KE_County_44,,1,7770,38,68,124,496,3263,510,109,77145,2456,66,278,1882
202207,Jul-22,202207,,wsBsC6gjHvn,Mombasa County,KE_County_1,,5,4606,132,20,69,3,924,21,1294,7724,250,5,682,3733
202207,Jul-22,202207,,ahwTMNAJvrL,Muranga County,KE_County_21,,1,1084,4,39,370,,176,546,330,4651,164,,885,6914
202207,Jul-22,202207,,jkG3zaihdSs,Nairobi County,KE_County_47,,19,8477,246,155,1494,43,3933,604,832,124815,3059,1,2646,22379
202207,Jul-22,202207,,ob6SxuRcqU4,Nakuru County,KE_County_32,,14,9149,126,299,1138,22,2209,386,275,99843,504,,2248,7945
202208,Aug-22,202208,,vvOK1BxTbet,Baringo County,KE_County_30,,1,1782,,74,,5,33,505,190,50959,33,,180,955
202208,Aug-22,202208,,HMNARUV2CW4,Bomet County,KE_County_36,,,4299,,1,1008,,814,19,26,14075,8,,106,955
202208,Aug-22,202208,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,,8867,5,9,1702,2,1541,1791,717,97569,93,,656,4520
202208,Aug-22,202208,,Tvf1zgVZ0K4,Busia County,KE_County_40,,2,3207,2,32,,,508,30,719,2645,26,9,308,1155
202208,Aug-22,202208,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,3,3109,,7,,,181,8,107,20318,11,,13,923
202208,Aug-22,202208,,PFu8alU2KWG,Embu County,KE_County_14,,,3247,62,215,10,1,424,9,234,11922,74,,1056,3273
202208,Aug-22,202208,,uyOrcHZBpW0,Garissa County,KE_County_7,,11,436,,,,,5,27,66,896,10,,152,511
202208,Aug-22,202208,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,3,5140,4,1,756,1,1086,342,534,51282,60,9,336,1747
202208,Aug-22,202208,,bzOfj0iwfDH,Isiolo County,KE_County_11,,,519,,3,200,10,42,118,3,1528,8,,23,166
202208,Aug-22,202208,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,,5641,15,91,9,720,37,51,507,10496,267,1,425,3461
202208,Aug-22,202208,,BjC1xL40gHo,Kakamega County,KE_County_37,,11,13168,,19,611,22,1958,180,1948,58080,151,7,325,4785
202208,Aug-22,202208,,ihZsJ8alvtb,Kericho County,KE_County_35,,1,401,,3,70,,235,133,494,1883,36,8,628,2013
202208,Aug-22,202208,,qKzosKQPl6G,Kiambu County,KE_County_22,,2,7978,47,347,3,153,682,1755,421,31766,615,10,3993,10768
202208,Aug-22,202208,,nrI2khZx3d0,Kilifi County,KE_County_3,,3,8480,12,22,428,,979,1228,700,23888,193,124,600,6254
202208,Aug-22,202208,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,,4258,,6,350,,322,7,224,3152,191,,851,7552
202208,Aug-22,202208,,sPkRcDvhGWA,Kisii County,KE_County_45,,,1627,,30,2017,500,2260,260,302,61253,72,,200,1296
202208,Aug-22,202208,,tAbBVBbueqD,Kisumu County,KE_County_42,,,5001,289,1,42,1,114,2079,337,9678,168,4,458,2868
202208,Aug-22,202208,,j8o6iO4Njsi,Kitui County,KE_County_15,,,7344,12,30,17,24,369,1789,232,12276,138,,504,3434
202208,Aug-22,202208,,N7YETT3A9r1,Kwale County,KE_County_2,,16,7293,27,,928,,276,258,701,15248,440,,392,3111
202208,Aug-22,202208,,xuFdFy6t9AH,Laikipia County,KE_County_31,,,2961,,25,,,184,192,96,11695,48,56,428,2526
202208,Aug-22,202208,,NjWSbQTwys4,Lamu County,KE_County_5,,,1189,,1,,,56,137,65,2471,10,,396,585
202208,Aug-22,202208,,yhCUgGcCcOo,Machakos County,KE_County_16,,5,6169,,51,233,,29,55,439,6068,120,,500,8866
202208,Aug-22,202208,,BoDytkJQ4Qi,Makueni County,KE_County_17,,,9615,57,17,756,,643,261,40,13404,74,4,159,4396
202208,Aug-22,202208,,R6f9znhg37c,Mandera County,KE_County_9,,,61,,,,,16,6,23,944,,,53,340
202208,Aug-22,202208,,Eey8fT4Im3y,Marsabit County,KE_County_10,,,327,,,,,,65,13,8399,4,,21,84
202208,Aug-22,202208,,JsH2bnvNt2d,Tana River County,KE_County_4,,1,1209,,,,153,21,1,130,16005,18,74,165,558
202208,Aug-22,202208,,XWALbfAPa6n,West Pokot County,KE_County_24,,,1450,,,,,75,42,274,10590,11,,94,770
202208,Aug-22,202208,,CeLsrJOH0g9,Wajir County,KE_County_8,,3,213,10,92,,144,12,70,10,840,46,,261,267
202208,Aug-22,202208,,sANMZ3lpqGs,Vihiga County,KE_County_38,,7,2982,2,9,,,386,611,74,18219,79,,169,1198
202208,Aug-22,202208,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,49,6829,56,25,,58,911,81,723,19477,241,,356,4142
202208,Aug-22,202208,,kphDeKClFch,Turkana County,KE_County_23,,41,1168,,11,27,10,140,55,89,39209,94,,457,1871
202208,Aug-22,202208,,mThvosEflAU,Trans Nzoia County,KE_County_26,,,6900,,37,27,,100,11,601,32170,123,,450,2508
202208,Aug-22,202208,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,4983,3,2,17,,175,180,176,13753,58,,37,2263
202208,Aug-22,202208,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,,2379,,2,,,65,,5,7880,46,,105,874
202208,Aug-22,202208,,u4t9H8XyU9P,Siaya County,KE_County_41,,,4826,147,,94,289,290,2128,60,15329,72,22,242,766
202208,Aug-22,202208,,o36zCRjSd4G,Samburu County,KE_County_25,,,775,1,126,,,41,416,14,99,17,,23,112
202208,Aug-22,202208,,ptWVfaCIdVx,Nyeri County,KE_County_19,,,2402,36,105,214,182,44,843,62,32228,721,,248,5111
202208,Aug-22,202208,,mYZacFNIB3h,Nyandarua County,KE_County_18,,1,2651,41,573,120,558,320,20,252,9486,155,,256,3470
202208,Aug-22,202208,,uepLTG8wGWJ,Nyamira County,KE_County_46,,1,8265,,11,29737,1405,409,252,635,83320,123,,494,1988
202208,Aug-22,202208,,kqJ83J2D72s,Narok County,KE_County_33,,,2035,,25,,,461,469,346,4517,28,,565,1335
202208,Aug-22,202208,,t0J75eHKxz5,Nandi County,KE_County_29,,,7664,72,1,9,,156,472,575,23974,28,,261,2205
202208,Aug-22,202208,,Y52XNJ50hYb,Meru County,KE_County_12,,4,2849,8,30,3619,,633,94,306,13472,68,8,439,3330
202208,Aug-22,202208,,fVra3Pwta0Q,Migori County,KE_County_44,,,7315,50,39,3031,3112,2876,549,392,138034,373,45,419,1105
202208,Aug-22,202208,,wsBsC6gjHvn,Mombasa County,KE_County_1,,2,3595,317,36,109,2,1193,37,1803,14375,307,34,762,3750
202208,Aug-22,202208,,ahwTMNAJvrL,Muranga County,KE_County_21,,,3477,5,37,26,3,235,683,168,4958,152,,2528,6182
202208,Aug-22,202208,,jkG3zaihdSs,Nairobi County,KE_County_47,,509,6415,182,1627,1379,21,3102,487,840,25589,1365,,2602,25629
202208,Aug-22,202208,,ob6SxuRcqU4,Nakuru County,KE_County_32,,7,7782,121,538,662,573,2203,551,361,42617,574,1984,1993,8830
202209,Sep-22,202209,,vvOK1BxTbet,Baringo County,KE_County_30,,,2030,18,58,500,2,36,542,385,35465,75,,140,1047
202209,Sep-22,202209,,HMNARUV2CW4,Bomet County,KE_County_36,,,3222,,,,,577,11,147,128659,67,,167,1303
202209,Sep-22,202209,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,4,11164,2,3,610,,1543,2191,455,74610,109,,435,4752
202209,Sep-22,202209,,Tvf1zgVZ0K4,Busia County,KE_County_40,,,3268,21,35,,2,640,198,4187,4471,26,48,213,1373
202209,Sep-22,202209,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,,3228,,274,151,,453,11,24,30121,78,,38,1037
202209,Sep-22,202209,,PFu8alU2KWG,Embu County,KE_County_14,,,2850,18,17,62,3,432,2,275,5890,91,,1719,3569
202209,Sep-22,202209,,uyOrcHZBpW0,Garissa County,KE_County_7,,,793,38,,,4,13,82,51,3269,8,,109,379
202209,Sep-22,202209,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,6,5684,116,105,277,266,1430,405,814,93250,132,22,554,2905
202209,Sep-22,202209,,bzOfj0iwfDH,Isiolo County,KE_County_11,,6,639,,60,45,,93,127,23,7791,21,,74,103
202209,Sep-22,202209,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,,6362,122,73,,,25,164,543,13193,230,,488,3037
202209,Sep-22,202209,,BjC1xL40gHo,Kakamega County,KE_County_37,,,14690,,1169,832,41,1861,129,2213,65662,162,26,310,5101
202209,Sep-22,202209,,ihZsJ8alvtb,Kericho County,KE_County_35,,,3110,22,,135,,74,638,459,1669,60,1,591,1883
202209,Sep-22,202209,,qKzosKQPl6G,Kiambu County,KE_County_22,,,8371,172,525,543,,706,1804,358,20631,822,17,4421,10474
202209,Sep-22,202209,,nrI2khZx3d0,Kilifi County,KE_County_3,,2,8258,4,11,367,,992,1694,574,25430,203,38,497,7806
202209,Sep-22,202209,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,2,3326,,21,16,21,287,11,276,3472,172,,799,7829
202209,Sep-22,202209,,sPkRcDvhGWA,Kisii County,KE_County_45,,288,2130,,28,75,6711,143,85,229,67596,321,,657,910
202209,Sep-22,202209,,tAbBVBbueqD,Kisumu County,KE_County_42,,10,6123,,1,67,20,200,3081,260,11919,170,,628,1247
202209,Sep-22,202209,,j8o6iO4Njsi,Kitui County,KE_County_15,,,5744,39,30,,,389,1251,213,15378,35,,488,3113
202209,Sep-22,202209,,N7YETT3A9r1,Kwale County,KE_County_2,,,7038,2,2,,3,305,174,594,15900,27,,446,2929
202209,Sep-22,202209,,xuFdFy6t9AH,Laikipia County,KE_County_31,,3,3136,3,2,,9,245,136,82,29527,146,50,580,2616
202209,Sep-22,202209,,NjWSbQTwys4,Lamu County,KE_County_5,,,714,33,10,,,71,188,88,4422,15,,118,549
202209,Sep-22,202209,,yhCUgGcCcOo,Machakos County,KE_County_16,,,11034,58,46,250,3,80,67,209,19954,112,,817,7230
202209,Sep-22,202209,,BoDytkJQ4Qi,Makueni County,KE_County_17,,,9738,23,20,50,,376,563,39,14782,70,5,45,7040
